title	description	url	publishedAt	keyword
Jacob Elordi explains bacon-fuelled preparation for role in Priscilla	Euphoria actor Jacob Elordi has revealed that he ate a “pound of bacon a day”, as well as starting a strict workout regime as part of his preparation for Priscilla.  Elordi, set to be seen as Elvis Presley in Sophia Coppola’s biopic that explores the relation…	https://www.thepinknews.com/2023/11/14/jacob-elordi-explains-bacon-fuelled-preparation-for-role-in-priscilla/	2023-11-14T11:57:13Z	['saltburn']
Movies to watch in November, from 'The Marvels' to 'The Hunger Games: The Ballad of Songbirds & Snakes'	From the big franchises to the critically-acclaimed Oscar hopefuls	https://theweek.com/culture-life/film/movies-to-watch-in-november-from-the-marvels-to-the-hunger-games-the-ballad-of-songbirds-and-snakes	2023-10-28T08:38:50Z	['saltburn']
Saltburn Review: Barry Keoghan Is Captivating In Emerald Fennell's Twisted Drama	Anchored by a strong, eerie performance by Barry Keoghan, Saltburn is wickedly twisted, alluring, and darkly satirical, though it’s lacking some bite.	https://screenrant.com/saltburn-review/	2023-10-25T16:05:39Z	['saltburn']
Christopher Nolan Encourages Owning ‘Oppenheimer’ Blu-ray ‘So No Evil Streaming Service Can Come Steal It from You’	"""I'm known for my love of theatrical and put my whole life into that,"" Nolan said, ""but the truth is, the way the film goes out at home is equally important."""	https://www.indiewire.com/news/general-news/christopher-nolan-oppenheimer-blu-ray-freedom-from-evil-streamers-1234926065/	2023-11-14T15:30:00Z	['oppenheimer']
AMC's Earnings Will Feature Barbie and Oppenheimer. Maybe Taylor Swift, and Beyoncé, Too	AMC Entertainment's results, set to be released after tonight's closing bell, will be all about this summer's blockbuster movie phenomenon known as Barbenheimer. AMC stock is down 71% so far this year and fell more than 6% on Tuesday.#amcentertainment #barben…	https://biztoc.com/x/286e131c0d12987d	2023-11-08T07:40:11Z	['oppenheimer']
Which Movie Has More Random Famous People, Oppenheimer or Killers of the Flower Moon?	We crunched the numbers.	https://slate.com/culture/2023/10/killers-of-the-flower-moon-oppenheimer-cast-cameos.html	2023-10-21T09:55:00Z	['oppenheimer']
Christie's sells rare blue diamond for over $40m	"The 17.61 carat, pear-shaped ""Blue Royal"" diamond, set in a ring, fetched $43.8 million, reports said"	https://www.bbc.co.uk/news/world-europe-67346783	2023-11-07T22:31:04Z	['oppenheimer']
Killers Of The Flower Moon can't beat The Eras Tour at the weekend box office	Surprising probably no one, The Eras Tour movie has won the weekend at the domestic box office again, adding another $31 million to a total that’s now over $100 million after two weeks, but it’s actually down 66.6 percent from last week (which is not a great …	https://www.avclub.com/taylor-swift-box-office-killers-of-the-flower-moon-1850948814	2023-10-22T20:55:00Z	['oppenheimer']
Oppenheimer: Cillian Murphy Reveals Trick To Overcome 1 Challenging Scene	Cillian Murphy recalls one scene from Oppenheimer that he was particularly nervous about and the creative way he ended up overcoming it.	https://screenrant.com/oppenheimer-cillian-murphy-dutch-scene-trick/	2023-10-24T18:43:28Z	['oppenheimer']
Oppenheimer Had A Little Help From The Creator Of Game Of Thrones And His Dragon Train	For a train scene in Oppenheimer, director Christopher Nolan hopped on board one of George R.R. Martin&amp;#39;s dragon trains at Sky Railway in New Mexico.	https://www.slashfilm.com/1427561/oppenheimer-train-scene-game-of-thrones-creator-george-rr-martin-dragon-cars/	2023-10-25T15:00:00Z	['oppenheimer']
Paul Thomas Anderson Directs Thom Yorke in Trippy ‘Wall of Eyes’ Music Video — Watch	"Yorke, Jonny Greenwood, and Tom Skinner's band The Smile will release the full album, ""Wall of Eyes,"" on January 26."	https://www.indiewire.com/news/general-news/paul-thomas-anderson-thom-yorke-wall-of-eyes-music-video-1234925781/	2023-11-13T15:30:00Z	['oppenheimer']
AMC Entertainment Shares Drop 10% on Plan to Sell New Stock	Shares of AMC Entertainment fell more than 10% Thursday after the theater chain operator filed plans to sell more $350 million in new stock. The stock was down $1.08, or 10.7%, to $9.01 in midday trading, after earlier trading as low as $8.02. Trading volume …	https://biztoc.com/x/ae93d0805b2258e5	2023-11-09T17:42:18Z	['oppenheimer']
“Pure Cinema To Me”: Christopher Nolan Unpacks His Movies’ Obsession With Time	Oppenheimer director Christopher Nolan unpacks his obsession with time, a motif that has seeped through his work from Memento to Interstellar.	https://screenrant.com/christopher-nolan-movies-time-why-explained/	2023-10-24T14:32:16Z	['oppenheimer']
Should Oppenheimer Have Shown WW2 Bombings Of Japan? Original Book Author Responds	The author of the book upon which Oppenheimer was based answers whether the Nolan film should have shown the World War II bombings of Japan.	https://screenrant.com/oppenheimer-movie-bomb-japan-hiroshima-nagasaki-author-response/	2023-10-20T16:27:49Z	['oppenheimer']
Like the hit Netflix show All The Light We Cannot See? Then watch these 5 best WWII dramas	The new Netflix series All The Light We Cannot See is already a hit. If you like it, check out these World War II dramas that are similar in tone and execution.	https://www.digitaltrends.com/movies/best-historical-dramas-netflix-show-all-the-light-we-cannot-see/	2023-11-05T18:00:48Z	['oppenheimer']
A Sneaky Trip To Los Alamos Helped Christopher Nolan With An Oppenheimer Block	In the book Unleashing Oppenheimer: Inside Christopher Nolan&amp;#39;s Explosive Atomic-Age Thriller, the writer/director shares how a family trip informed the film.	https://www.slashfilm.com/1428230/los-alamos-trip-christopher-nolan-oppenheimer/	2023-10-26T11:45:00Z	['oppenheimer']
‘Oppenheimer’ 4K Blu-Ray Announced - And The Extras Are Even Longer Than The Film	Transfer will include switching aspect ratios	https://www.forbes.com/sites/johnarcher/2023/10/17/oppenheimer-4k-blu-ray-announcedand-the-extras-are-even-longer-than-the-film/	2023-10-17T14:26:39Z	['oppenheimer']
Christopher Nolan Is A Big Fan Of Taylor Swift – Her Distribution Tactics, That Is	Christopher Nolan is a huge fan of theatrical releases and Taylor Swift’s business model for her film, The Eras Tour. Nolan engaged in a discussion with fellow filmmaker Emma Thomas and Pulitzer Prize–winning American Prometheus author Kai Bird about Oppenhei…	https://deadline.com/2023/10/christopher-nolan-big-fan-taylor-swift-distribution-tactics-1235578897/	2023-10-20T02:40:39Z	['oppenheimer']
Christopher Nolan’s Oppenheimer Returning to IMAX for Encore Run	"Christopher Nolan's Oppenheimer returns to IMAX theaters for a week-long encore run beginning on November 3, 2023.
The post Christopher Nolan’s Oppenheimer Returning to IMAX for Encore Run appeared first on ComingSoon.net - Movie Trailers, TV & Streaming News…"	https://www.comingsoon.net/movies/news/1384658-christopher-nolans-oppenheimer-returning-to-imax-for-encore-run	2023-10-31T17:18:34Z	['oppenheimer']
Nolan's 'Oppenheimer' Playing in IMAX Theaters for One More Week	Another need another dose of Oppenheimer before the year's over? Good news! Christopher Nolan's highly acclaimed movie is playing again in select IMAX theaters for one extra week - starting today, November 3rd. Nolan's Oppenheimer is one of this year's best m…	https://www.firstshowing.net/2023/nolans-oppenheimer-showing-in-imax-theaters-for-one-more-week/	2023-11-03T22:15:40Z	['oppenheimer']
Christopher Nolan's Favorite Comedy Proves What Movie Genre He Should Do Next	Christopher Nolan has revealed one surprising favorite 2006 comedy movie of his, and it teases Nolan's potential follow-up to Oppenheimer.	https://screenrant.com/christopher-nolan-talladega-nights-sports-movie/	2023-10-24T20:51:18Z	['oppenheimer']
Step Aside, Oppenheimer: Made In and Tom Colicchio 3D-Printed a Frying Pan	What do you get when you combine a famous chef, a hyped cooking brand, and a 3D printer? A cookware masterpiece, apparently.	https://www.vice.com/en/article/wxj7mq/made-in-tom-colicchio-frying-pan	2023-11-06T23:24:15Z	['oppenheimer']
Peacock Lost $565 Million This Summer	"The NBCUniversal streaming service gained 4 million subscribers in Q3, while ""Oppenheimer"" did anything but bomb at the box office."	https://www.indiewire.com/news/breaking-news/peacock-lost-565-million-dollars-oppenheimer-comcast-q3-earnings-1234919493/	2023-10-26T11:22:17Z	['oppenheimer']
Visitors tour New Mexico atomic site in likely record attendance fueled by 'Oppenheimer' fanfare	"Visitors lined up Saturday to tour the southern New Mexico site where the world's first atomic bomb was detonated in what officials believe could be a record turnout amid ongoing fanfare surrounding Christopher Nolan's blockbuster film, "" Oppenheimer."""	https://phys.org/news/2023-10-visitors-mexico-atomic-site-fueled.html	2023-10-22T08:25:58Z	['oppenheimer']
"Ridley Scott's ""Napoleon"" gets a full-length trailer"	"After a series of rumors and teaser, legendary director Ridley Scott's next movie, a biopic of Napoleon Bonaparte (the second-most controversial Frenchman) has been released. 



Joaquin Phoenix in the title role is a no-brainer. He certainly has the acting c…"	https://boingboing.net/2023/10/19/ridley-scotts-napoleon-gets-a-full-length-trailer.html	2023-10-19T13:14:33Z	['oppenheimer']
The Ratings Game: Plug Power’s stock plummets, as Wall Street can no longer wait for the bottom	Plug Power's stock plummeted Friday, after another disappointing quarterly report prompted some analysts to bag their bullish calls.	https://www.marketwatch.com/story/plug-powers-stock-plummets-as-wall-street-can-no-longer-wait-for-the-bottom-7b39ee3f	2023-11-10T14:14:00Z	['oppenheimer']
one of the most inaccurate WW2 films ever	From biopics to fictional stories, many World War II movies have overlooked historical accuracy in favor of providing large-scale cinematic thrills #ww2 #movies #oppenheimer #tarentino #screenrant https://screenrant.com/inaccurate-world-war-2-movies/ Subscrib…	https://biztoc.com/x/803803efdbd62e83	2023-11-04T21:02:06Z	['oppenheimer']
5 movies that deserve more hate	There are some movies that deserve to be buried under a mountain of hate for various crimes against cinema. And we've chosen to focus on five of those films.	https://www.digitaltrends.com/movies/five-movies-that-deserve-more-hate/	2023-10-21T15:00:34Z	['oppenheimer']
Alden Ehrenreich on Making 'Oppenheimer,' Life After 'Solo,' and Returning to the Spotlight	While preparing to play a prequelized Han Solo in the biggest film of his life, Alden Ehrenreich came across an interview from the late ’70s with Harrison Ford, following the release of the original Star Wars. Ford was asked what it felt like to come off of s…	https://biztoc.com/x/9b743ae2f9a9568e	2023-11-14T14:04:36Z	['oppenheimer']
Oppenheimer, The Nun II, and The Equalizer 3 lead November's best Blu-ray and 4K UHD releases	Physical media may be devalued by some in our streaming-dominated world, but you’d be surprised how many great titles are only available on disc. Also, some titles can be so much more rewarding on DVD, Blu-ray, or 4K UHD, especially when they’re loaded with s…	https://www.avclub.com/november-2023-blu-ray-4k-uhd-guide-1850947993	2023-10-28T12:00:00Z	['oppenheimer']
Next ‘Mission: Impossible’ Film Moves Back Entire Year to 2025 as Paramount Shuffles Lineup	"Also, ""A Quiet Place: Day One"" pushes back three months, among other changes."	https://www.indiewire.com/news/breaking-news/paramount-delays-mission-impossible-quiet-place-prequel-1234919345/	2023-10-23T22:34:40Z	['oppenheimer']
If Anyone Can Get Gwyneth Paltrow Back Into Acting, It’s Robert Downey Jr.	"""You know, to some degree,"" Paltrow said."	https://www.indiewire.com/news/general-news/gwyneth-paltrow-robert-downey-jr-back-to-movies-1234923921/	2023-11-08T00:00:00Z	['oppenheimer']
Live-Action Snow White Release Date Delayed to 2025 by Disney	Disney has pushed back the live-action Snow White release date for the Rachel Zegler-led remake of the 1937 animated movie. Variety has reported that the live-action Snow White release date has been changed to March 21, 2025. This is nearly an entire year’s d…	https://www.comingsoon.net/movies/news/1381234-live-action-snow-white-release-date-delayed-to-2025-by-disney	2023-10-27T18:16:21Z	['hunger_games']
Ballad Of Songbirds & Snakes Reviews Are In - Does Hunger Games Prequel Deliver On Expanding Panem?	The reviews have arrived for The Hunger Games: The Ballad of Songbirds &amp; Snakes, with critics sharing their thoughts on the upcoming prequel.	https://screenrant.com/hunger-games-ballad-songbirds-snakes-reviews/	2023-11-09T20:36:49Z	['hunger_games']
Rachel Zegler’s ‘The Hanging Tree’ Song Drops Ahead of The Hunger Games Prequel’s Debut	Lionsgate has finally dropped the full version of Rachel Zegler’s highly-anticipated rendition of “The Hanging Tree” song from the soundtrack of The Hunger Games: The Ballad of Songbirds and Snakes. Originally composed by James Newton Howard, the iconic song …	https://www.comingsoon.net/movies/trailers/1374206-rachel-zegler-the-hanging-tree-song-drops-the-hunger-games-prequel	2023-10-20T15:30:06Z	['hunger_games']
The Hunger Games Prequel Box Office Prediction: Will It Flop or Succeed?	With The Hunger Games prequel, The Ballad of Songbirds & Snakes approaching its release, fans of the franchise are looking at its box office projections. Will the film replicate the original movies’ success, or will it bomb? Here’s all you need to know. How m…	https://www.comingsoon.net/guides/news/1400162-the-hunger-games-prequel-box-office-prediction-ballad-of-songbirds-snakes-movie-flop	2023-11-13T15:29:55Z	['hunger_games']
Rachel Zegler's red carpet exchange leaves reporter blown away	One reporter had a wholesome interaction with Hunger Games star Rachel Zegler on the red carpet. Claire Rowden, of MTV UK, was on duty interviewing Zegler and other cast members of The Hunger Games: The Ballad of Songbirds & Snakes. A prequel to the the origi…	https://biztoc.com/x/a796ed544533de3f	2023-11-10T15:56:09Z	['hunger_games']
The Hunger Games Films Were Exceptional But Got Overshadowed	When The Hunger Games movie came out in 2012, the world was set on fire. Jennifer Lawrence became a superstar, the books stayed on bestseller lists for months, and another three films were quickly announced. The prequel story based on the newly released book …	https://gizmodo.com/the-hunger-games-films-were-exceptional-but-got-oversha-1850937602	2023-10-18T17:15:00Z	['hunger_games']
The Hunger Games: The Ballad Of Songbirds And Snakes review: A sappy riff on Romeo And Juliet	What is the root of evil? In the YA fiction genre, storytellers often source it to bad breakups and torn friendships, which can transform Prince Charming into the Prince of Darkness. Plain evil isn’t engaging, but evil for evil’s sake can be wildly compelling…	https://www.avclub.com/hunger-games-ballad-of-songbirds-and-snakes-review-1851001265	2023-11-09T19:00:00Z	['hunger_games']
"BioShock Movie Writer Is Excited To Dig Into ""Great Big Sprawling Nightmare"""	"The writer of the upcoming BioShock movie for Netflix, Michael Green, has shed new light on how the project is coming together, saying he and the team are optimistic that it gets made. Speaking to Collider, Green said Netflix has been ""amazing"" despite the di…"	https://www.gamespot.com/articles/bioshock-movie-writer-is-excited-to-dig-into-great-big-sprawling-nightmare/1100-6518518/	2023-10-19T17:20:00Z	['hunger_games']
The Ballad of Songbirds & Snakes Star Explains Lucy Gray & Katniss’ Connection	During a recent virtual press conference for The Hunger Games: The Ballad of Songbirds & Snakes, lead star Rachel Zegler revealed why she didn’t felt the need to study Jennifer Lawrence‘s performances as Katniss Everdeen to prepare for the role of Lucy Gray B…	https://www.comingsoon.net/movies/news/1400645-the-ballad-of-songbirds-snakes-lucy-gray-katniss-connection	2023-11-13T19:56:05Z	['hunger_games']
‘The Hunger Games: The Ballad Of Songbirds & Snakes’ World Premieres As Team Optimistic For More Sequels	Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes had its world premiere at London’s BFI IMAX this evening, with a red carpet that featured director Francis Lawrence and stars Rachel Zegler, Tom Blyth, Hunter Schafer, Josh Andres Rivera and more.…	https://deadline.com/2023/11/the-hunger-games-the-ballad-of-songbirds-and-snakes-world-premiere-1235598133/	2023-11-09T20:44:21Z	['hunger_games']
How Rachel Zegler's District 12 Tribute Parallels Katniss In The Hunger Games	The Hunger Games: The Ballad of Songbirds &amp; Snakes director Francis Lawrence explains how Rachel Zegler's District 12 tribute parallels Katniss.	https://screenrant.com/hunger-games-katniss-everdeen-lucy-gray-baird-parallels-director/	2023-11-01T20:08:04Z	['hunger_games']
Francis Lawrence Shares Connection Between Hunger Games & Ballad Casts	"The odds that you'll love this cast are ever in your favor.
With the release of The Ballad of Songbirds and Snakes only a few short weeks away, fans of the original series are eagerly awaiting a..."	https://www.eonline.com/news/1388987/francis-lawrence-reveals-hunger-games-ballad-of-songbirds-and-snakes-casts-connection	2023-11-01T12:00:00Z	['hunger_games']
The Ballad of Songbirds & Snakes Director on Why He Never Would've Split It Into Two Parts	The Ballad of Songbirds and Snakes director Francis Lawrence tells IGN why he never would've considered breaking up the prequel into two parts - even though author Suzanne Collins originally said it could be.	https://www.ign.com/articles/the-ballad-of-songbirds-snakes-director-on-why-he-never-wouldve-split-it-into-two-parts	2023-11-07T12:46:13Z	['hunger_games']
The Hunger Games Prequel Movie Popcorn Bucket: Where to Buy the Container & Cup?	As the theatrical release of The Hunger Games: The Ballad of Songbirds & Snakes is approaching, fans want to know where they can get their hands on the film’s limited edition popcorn bucket and cup. Here is all you need to know. Where to buy The Hunger Games:…	https://www.comingsoon.net/guides/news/1400250-the-hunger-games-prequel-movie-popcorn-bucket-cup-where-to-buy	2023-11-13T15:02:46Z	['hunger_games']
Rachel Zegler Channels Katniss Everdeen's Fire Dress at 'The Hunger Games: The Ballad of Songbirds & Snakes' Premiere	Rachel Zegler dons a fiery dress at the premiere of her new movie The Hunger Games: The Ballad of Songbirds and Snakes held at Zoo Palast on Sunday (November 5) in Berlin, Germany. The 22-year-old star’s look appears to reference Katniss Everdeen’s fire dress…	https://www.justjared.com/2023/11/05/rachel-zegler-channels-katniss-everdeens-fire-dress-at-the-hunger-games-the-ballad-of-songbirds-snakes-premiere/	2023-11-05T22:52:11Z	['hunger_games']
Hunger Games’ Ballad of Songbirds and Snakes Receives SAG-AFTRA Interim Agreement	"The Hunger Games: The Ballad of Songbirds & Snakes lands a SAG-AFTRA interim agreement allowing the cast to promote the movie.
The post Hunger Games’ Ballad of Songbirds and Snakes Receives SAG-AFTRA Interim Agreement appeared first on ComingSoon.net - Movie …"	https://www.comingsoon.net/movies/news/1383154-hunger-games-ballad-of-songbirds-and-snakes-receives-sag-aftra-interim-agreement	2023-10-30T19:00:19Z	['hunger_games']
Olivia Rodrigo Seemingly Teases 'The Hunger Games: The Ballad of Songbirds & Snakes' Soundtrack Song	It looks like Olivia Rodrigo will be one of the artists on the soundtrack for the upcoming The Hunger Games: The Ballad of Songbirds and Snakes! The 20-year-old “vampire” singer’s official fan page tweeted out a telephone emoji, while another fan page tweeted…	https://www.justjared.com/2023/11/01/olivia-rodrigo-seemingly-teases-the-hunger-games-the-ballad-of-songbirds-snakes-soundtrack-song/	2023-11-01T19:44:59Z	['hunger_games']
‘The Hunger Games: The Ballad Of Songbirds and Snakes’ Fires Up On Tracking With $50M Opening – Box Office	EXCLUSIVE: Lionsgate and Francis Lawrence’s return to the Suzanne Collins franchise with a pic based on her prequel novel is looking like a $50M start on Nov. 17, which is in the vicinity of 2011’s Rise of the Planet of the Apes ($54.8M). While women 17-34 ar…	https://deadline.com/2023/10/the-hunger-games-the-ballad-of-songbirds-and-snakes-box-office-1235583987/	2023-10-26T15:14:22Z	['hunger_games']
‘The Hunger Games: The Ballad of Songbirds & Snakes’ Review: The Rare Hollywood Prequel That Towers Over the Rest of Its Franchise	Hollywood's obsession with dystopian YA stories might be over, but the sub-genre's best movie just arrived.	https://www.indiewire.com/criticism/movies/hunger-games-ballad-of-songbirds-and-snakes-movie-review-1234923868/	2023-11-09T19:00:00Z	['hunger_games']
‘Hunger Games’ Prequel Lands SAG-AFTRA Interim Agreement	Lionsgate, a non-AMPTP company, has secured a SAG-AFTRA interim agreement for its upcoming tentpole, The Hunger Games: The Ballad of Songbirds & Snakes, Deadline has confirmed. This will allow the pic’s cast to promote the movie if they want to; that is if th…	https://deadline.com/2023/10/hunger-games-prequel-lands-sag-aftra-interim-agreement-1235587455/	2023-10-30T19:27:14Z	['hunger_games']
Rachel Zegler Gets to Promote the Hunger Games Prequel for Some Reason	"They got a waiver!
The post Rachel Zegler Gets to Promote the Hunger Games Prequel for Some Reason first appeared on Go Fug Yourself."	https://www.gofugyourself.com/rachel-zegler-gets-to-promote-the-hunger-games-prequel-for-some-reason-11-2023	2023-11-03T16:06:12Z	['hunger_games']
‘The Ballads Of Songbirds And Snakes’ Secures SAG-AFTRA Interim Agreement	The 'Hunger Games' prequel has landed a SAG-AFTRA Interim Agreement ahead of the film’s theatrical release on Nov. 17.	https://www.forbes.com/sites/monicamercuri/2023/10/31/the-ballads-of-songbirds-and-snakes-secures-sag-aftra-interim-agreement/	2023-10-31T19:32:45Z	['hunger_games']
The Ballad Of Songbirds & Snakes Snags SAG-AFTRA Interim Agreement	The ongoing SAG-AFTRA strike has been going in force since the middle of July, and while there are talks that things could be wrapping up sooner rather than later, the release calendar doesn't wait for anyone. The release calendar of the fall, even more waits…	https://bleedingcool.com/movies/the-ballad-of-songbirds-snakes-snags-sag-aftra-interim-agreement/	2023-10-30T19:32:07Z	['hunger_games']
Notorious Pictures Exec on Bringing ‘Hunger Games: The Ballad of Songbirds and Snakes’ to Lucca Comics & Games: Fans ‘Deeply Care About This IP’	This year’s Lucca Comics & Games (Nov. 1-5) is set to end on a high note with a special fan screening of “The Hunger Games: The Ballad of Songbirds and Snakes,” one of the most anticipated launch events hosted by Europe’s largest pop culture meet. The release…	https://variety.com/2023/film/global/hunger-games-ballad-songbirds-snakes-lucca-screening-1235772940/	2023-10-30T15:30:27Z	['hunger_games']
Does The Ballad of Songbirds and Snakes Sing?	Does ‘The Hunger Games: The Ballad of Songbirds and Snakes’ sing? Critics’ reactions are all over the place in this review roundup.	http://www.vulture.com/2023/11/hunger-games-ballad-of-songbirds-and-snakes-review-roundup.html	2023-11-10T19:04:28Z	['hunger_games']
The Ballad of Songbirds & Snakes Clip Previews Lucy’s Rigged Selection for the 10th Hunger Games	The Ballad of Songbirds & Snakes clip from Lionsgate’s highly-anticipated Hunger Games prequel has been revealed, providing fans a glimpse of District 12’s reaping ceremony. The video features Rachel Zegler’s Lucy Gray Baird as she gets chosen to become the D…	https://www.comingsoon.net/movies/trailers/1381152-the-ballad-of-songbirds-snakes-clip-lucy-rigged-selection	2023-10-27T16:31:11Z	['hunger_games']
Is Rachel Zegler on Social Media? Instagram, X (Twitter), Facebook & TikTok	Rachel Zegler is one of the rising stars in Hollywood who gained fame with her role as Maria in West Side Story. Since then, she has been working on prominent projects like Snow White and The Hunger Games: The Ballad of Songbirds & Snakes. Zegler has been gai…	https://www.comingsoon.net/guides/news/1372747-is-rachel-zegler-on-social-media-instagram-x-twitter-facebook-tiktok	2023-10-19T22:31:44Z	['hunger_games']
New Hunger Games: Ballad Of Songbirds And Snakes Posters Reveal An Old Panem	New character posters from The Ballad Of Songbirds And Snakes reveal a very old Panel and the cast that experienced the early Hunger Games.	https://screenrant.com/hunger-games-ballad-songbirds-snakes-character-posters-panem/	2023-10-28T17:37:51Z	['hunger_games']
Dune: Part 2 Should've Been Out This Weekend	"Image: Warner Bros.
Despite being delayed a number of times due to the pandemic and a general pre-release skepticism surrounding it, Denis Villeneuve’s Dune ended up being a well-liked film when it dropped in 2021. And even with a same day release on then-HB…"	https://gizmodo.com/dune-part-2-original-release-october-20-2023-1850947688	2023-10-21T16:25:00Z	['hunger_games']
Critics Say ‘Hunger Games: The Ballad of Songbirds and Snakes’ Is ‘Magnificent,’ ‘Gritty and Complex’	On Sunday, critics and reviewers teased early reactions to “The Hunger Games: The Ballad of Songbirds and Snakes,” many of which are overwhelmingly positive. The prequel debuts in theaters on Nov. 17 — full reviews are set to drop Tuesday. TheWrap’s own Scott…	https://biztoc.com/x/c94cb926b84b0fa2	2023-11-06T01:18:09Z	['hunger_games']
Dua Lipa Buys Back Rights to Publishing Catalog	TaP Music Publishing announced today that they sold Lipa the rights over a year after she parted ways with TaP’s artist management branch	https://pitchfork.com/news/dua-lipa-buys-back-rights-to-publishing-catalog/	2023-11-02T22:53:21Z	['barbie_movie']
The Super Mario Bros. Movie is coming to Netflix on December 3	That Netflix subscription you're suddenly paying another couple of bucks for every month will soon give you a bit more value for money. The Super Mario Bros. Movie — the second highest-grossing film of the year so far after Barbie — is coming to Netflix on De…	https://www.engadget.com/the-super-mario-bros-movie-is-coming-to-netflix-on-december-3-194407138.html	2023-11-10T19:44:22Z	['barbie_movie']
The 'Barbie' movie turning into a global phenomenon helped boost sales for the plastic doll – but not by as much as you might expect	Mattel said global gross billings for Barbie products were up 14% in Q3, but this wasn't enough to offset poor H1 performance.	https://www.businessinsider.com/barbie-helped-boost-sales-for-the-plastic-doll-mattel-execs-2023-10	2023-10-26T14:22:06Z	['barbie_movie']
Barbie Movie Boosted Mattel’s Sales, But Investors Held Their Applause	Mattel beat expectations for sales and earnings in the third quarter but investors reacted by sending the stock price down more than 7% in after hours trading.	https://www.forbes.com/sites/joanverdon/2023/10/25/barbie-movie-boosted-mattels-sales-but-investors-held-their-applause/	2023-10-25T22:18:42Z	['barbie_movie']
'Ted Lasso' returns -- as a Barbie doll	"Mattel has launched a series of Barbie dolls, celebrating the Apple TV+ hit with the Ted action figuring coming with accessories including a soccer ball.A boxed-up ""Ted Lasso"" Barbie doll may be just kenough for a great Christmas presentFrom being the first b…"	https://appleinsider.com/articles/23/10/24/ted-lasso-returns----as-a-barbie-doll	2023-10-24T16:14:14Z	['barbie_movie']
Thank Barbie. Mattel Raises Guidance as Earnings Beat Forecasts	Mattel‘s third-quarter earnings barreled past expectations and management raised its profit forecast for the fiscal year. Barbie helped.	https://biztoc.com/x/7fce9eb12683135e	2023-10-25T20:46:20Z	['barbie_movie']
"The first trailer for ""The Fall Guy"" looks fantastic"	Lee Majors is replaced with Ryan Gosling as the titular character in this updated movie version of The Fall Guy. One of the 80's best action/crime-fighting series, Colt Seavers was a stuntman turned bounty hunter who sometimes got to hang out with Heather Tho…	https://boingboing.net/2023/11/02/the-first-trailer-for-the-fall-guy-looks-fantastic.html	2023-11-02T17:45:35Z	['barbie_movie']
Barbie Takes the Pitch in New TED LASSO Doll Collection	"Forget being a duck; be a doll. Ted Lasso, Rebecca, and Keeley reunite with Barbie's new collection of A.F.C. Richmond collectibles.
The post Barbie Takes the Pitch in New TED LASSO Doll Collection appeared first on Nerdist."	https://nerdist.com/article/barbie-new-ted-lasso-doll-collection-afc-richmond-collectibles-features-keeley-jones-ted-lasso-rebecca-welton-available-to-order/	2023-10-24T15:27:27Z	['barbie_movie']
Flo From Progressive Addresses Those Pete Davidson Romance Rumors	By Matt Solomon Published: October 18th, 2023	https://www.cracked.com/article_39899_flo-from-progressive-addresses-those-pete-davidson-romance-rumors.html	2023-10-18T19:30:00Z	['barbie_movie']
Ryan Gosling is a wise-cracking stuntman with a mission in The Fall Guy trailer	"""Profesh"" is his middle name. Or is it ""Danger""?"	https://arstechnica.com/culture/2023/11/ryan-gosling-is-a-wise-cracking-stuntman-with-a-mission-in-the-fall-guy-trailer/	2023-11-02T21:18:38Z	['barbie_movie']
25 Modern Christmas Classics You Can Stream Right Now	Christmas movies have been a tradition for decades, but the days when we had to watch George Bailey try to jump off of a bridge year after year are well past us. Holiday movies are an industry in and of themselves, with dozens, if not hundreds of new seasonal…	https://lifehacker.com/modern-christmas-classics-you-can-stream-right-now-1850996662	2023-11-08T15:30:00Z	['barbie_movie']
Tivoli Pal BT Review: A Colorful Radio	This radio is an expensive pop of fun for any tabletop, shelf, or even outdoor adventure.	https://www.wired.com/review/tivoli-audio-pal-bt/	2023-10-30T13:00:00Z	['barbie_movie']
Ryan Gosling's SNL Sketches Made Him The Only Possible Choice For Ken	Ryan Gosling&amp;#39;s hysterical Saturday Night Live appearances convinced Barbie director Greta Gerwig and co-writer Noah Baumbach that Gosling could be their Ken.	https://www.slashfilm.com/1434015/ryan-gosling-snl-sketches-made-him-only-choice-for-ken-barbie/	2023-11-01T12:45:58Z	['barbie_movie']
The Hottest Costume This Halloween? The All-American Couple	What this year's most popular Halloween costumes say about our current attitudes	https://time.com/6328337/halloween-costume-barbie-ken-taylor-swift-travis-kelce/	2023-10-27T22:22:06Z	['barbie_movie']
Watch: Hawaii's mysterious 'Barbie' pink pond	Visitors have been flocking to the Kealia Pond National Wildlife Refuge to see the spectacle.	https://www.bbc.co.uk/news/av/world-us-canada-67390345	2023-11-11T13:39:56Z	['barbie_movie']
Charli XCX and Sam Smith Share New Song “In the City”: Listen	Charli XCX co-produced the single with Ilya, PC Music founder A. G. Cook, Omer Fedi, and the 1975’s George Daniel	https://pitchfork.com/news/charli-xcx-and-sam-smith-share-new-song-in-the-city-listen/	2023-10-19T17:16:17Z	['barbie_movie']
